Paustralie_1	FX803256.1
Paustralie_933	FX802343.1
Paustralie_934	FX802342.1
Paustralie_935	FX802341.1
Paustralie_936	FX802340.1
Paustralie_937	FX802339.1
Paustralie_938	FX802338.1
Paustralie_939	FX802337.1
Paustralie_940	FX802336.1
Paustralie_941	FX802335.1
Paustralie_942	FX802334.1
Paustralie_943	FX802333.1
Paustralie_944	FX802332.1
Paustralie_945	FX802331.1
Paustralie_946	FX802330.1
Paustralie_947	FX802329.1
Paustralie_948	FX802328.1
Paustralie_949	FX802327.1
Paustralie_950	FX802326.1
Paustralie_951	FX802325.1
Paustralie_952	FX802324.1
Paustralie_953	FX802323.1
Paustralie_954	FX802322.1
Paustralie_955	FX802321.1
Paustralie_956	FX802320.1
Paustralie_957	FX802319.1
Paustralie_958	FX802318.1
Paustralie_959	FX802317.1
Paustralie_960	FX802316.1
Paustralie_961	FX802315.1
Paustralie_962	FX802314.1
Paustralie_963	FX802313.1
Paustralie_964	FX802312.1
Paustralie_965	FX802311.1
Paustralie_966	FX802310.1
Paustralie_967	FX802309.1
Paustralie_968	FX802308.1
Paustralie_969	FX802307.1
Paustralie_970	FX802306.1
Paustralie_971	FX802305.1
Paustralie_972	FX802304.1
Paustralie_973	FX802303.1
Paustralie_974	FX802302.1
Paustralie_975	FX802301.1
Paustralie_976	FX802300.1
Paustralie_977	FX802299.1
Paustralie_978	FX802298.1
Paustralie_979	FX802297.1
Paustralie_980	FX802296.1
Paustralie_981	FX802295.1
Paustralie_982	FX802294.1
Paustralie_983	FX802293.1
Paustralie_984	FX802292.1
Paustralie_985	FX802291.1
Paustralie_986	FX802290.1
Paustralie_987	FX802289.1
Paustralie_988	FX802288.1
Paustralie_989	FX802287.1
Paustralie_990	FX802286.1
Paustralie_991	FX802285.1
Paustralie_992	FX802284.1
Paustralie_993	FX802283.1
Paustralie_994	FX802282.1
Paustralie_995	FX802281.1
Paustralie_996	FX802280.1
Paustralie_997	FX802279.1
Paustralie_998	FX802278.1
Paustralie_999	FX802277.1
Paustralie_1000	FX802276.1
Paustralie_1001	FX802275.1
Paustralie_1002	FX802274.1
Paustralie_1003	FX802273.1
Paustralie_1004	FX802272.1
Paustralie_1005	FX802271.1
Paustralie_1006	FX802270.1
Paustralie_1007	FX802268.1
Paustralie_1008	FX802267.1
Paustralie_1009	FX802266.1
Paustralie_1010	FX802265.1
Paustralie_1011	FX802264.1
Paustralie_1012	FX802263.1
Paustralie_1013	FX802262.1
Paustralie_1014	FX802261.1
Paustralie_1015	FX802260.1
Paustralie_1016	FX802259.1
Paustralie_1017	FX802258.1
Paustralie_1018	FX802257.1
Paustralie_1019	FX802256.1
Paustralie_1020	FX802255.1
Paustralie_1021	FX802254.1
Paustralie_1022	FX802253.1
Paustralie_1023	FX802252.1
Paustralie_1024	FX802251.1
Paustralie_1025	FX802250.1
Paustralie_1026	FX802249.1
Paustralie_1027	FX802248.1
Paustralie_1028	FX802247.1
Paustralie_1029	FX802246.1
Paustralie_1030	FX802245.1
Paustralie_1031	FX802244.1
Paustralie_1032	FX802243.1
Paustralie_1033	FX802242.1
Paustralie_1034	FX802241.1
Paustralie_1035	FX802240.1
Paustralie_1036	FX802239.1
Paustralie_1037	FX802238.1
Paustralie_1038	FX802237.1
Paustralie_1039	FX802236.1
Paustralie_1040	FX802235.1
Paustralie_1041	FX802234.1
Paustralie_1042	FX802233.1
Paustralie_1043	FX802232.1
Paustralie_1044	FX802231.1
Paustralie_1045	FX802230.1
Paustralie_1046	FX802229.1
Paustralie_1047	FX802228.1
Paustralie_1048	FX802227.1
Paustralie_1049	FX802226.1
Paustralie_1050	FX802225.1
Paustralie_1051	FX802224.1
Paustralie_1052	FX802223.1
Paustralie_1053	FX802222.1
Paustralie_1054	FX802221.1
Paustralie_1055	FX802220.1
Paustralie_1056	FX802219.1
Paustralie_1057	FX802218.1
Paustralie_1058	FX802217.1
Paustralie_1059	FX802216.1
Paustralie_1060	FX802215.1
Paustralie_1061	FX802214.1
Paustralie_1062	FX802213.1
Paustralie_1063	FX802212.1
Paustralie_1064	FX802211.1
Paustralie_1065	FX802210.1
Paustralie_1066	FX802209.1
Paustralie_1067	FX802208.1
Paustralie_1068	FX802207.1
Paustralie_1069	FX802206.1
Paustralie_1070	FX802205.1
Paustralie_1071	FX802204.1
Paustralie_1072	FX802203.1
Paustralie_1073	FX802202.1
Paustralie_1074	FX802201.1
Paustralie_1075	FX802200.1
Paustralie_1076	FX802199.1
Paustralie_1077	FX802198.1
Paustralie_1078	FX802197.1
Paustralie_1079	FX802196.1
Paustralie_1080	FX802195.1
Paustralie_1081	FX802194.1
Paustralie_1082	FX802193.1
Paustralie_1083	FX802192.1
Paustralie_1084	FX802191.1
Paustralie_1085	FX802190.1
Paustralie_1086	FX802189.1
Paustralie_1087	FX802188.1
Paustralie_1088	FX802187.1
Paustralie_1089	FX802186.1
Paustralie_1090	FX802185.1
Paustralie_1091	FX802184.1
Paustralie_1092	FX802183.1
Paustralie_1093	FX802182.1
Paustralie_1094	FX802181.1
Paustralie_1095	FX802180.1
Paustralie_1096	FX802179.1
Paustralie_1097	FX802178.1
Paustralie_1098	FX802177.1
Paustralie_1099	FX802176.1
Paustralie_1100	FX802175.1
Paustralie_1101	FX802174.1
Paustralie_1102	FX802173.1
Paustralie_1103	FX802172.1
Paustralie_1104	FX802171.1
Paustralie_1105	FX802170.1
Paustralie_1106	FX802169.1
Paustralie_1107	FX802168.1
Paustralie_1108	FX802167.1
Paustralie_1109	FX802166.1
Paustralie_1110	FX802165.1
Paustralie_1111	FX802164.1
Paustralie_1112	FX802163.1
Paustralie_1113	FX802162.1
Paustralie_1114	FX802161.1
Paustralie_1115	FX802160.1
Paustralie_1116	FX802159.1
Paustralie_1117	FX802158.1
Paustralie_1118	FX802157.1
Paustralie_1119	FX802156.1
Paustralie_1120	FX802155.1
Paustralie_1121	FX802154.1
Paustralie_1122	FX802153.1
Paustralie_1123	FX802152.1
Paustralie_1124	FX802151.1
Paustralie_1125	FX802150.1
Paustralie_1126	FX802149.1
Paustralie_1127	FX802148.1
Paustralie_1128	FX802147.1
Paustralie_1129	FX802146.1
Paustralie_1130	FX802145.1
Paustralie_1131	FX802144.1
Paustralie_1132	FX802143.1
Paustralie_1133	FX802142.1
Paustralie_1134	FX802141.1
Paustralie_1135	FX802140.1
Paustralie_1136	FX802139.1
Paustralie_1137	FX802138.1
Paustralie_1138	FX802137.1
Paustralie_1139	FX802136.1
Paustralie_1140	FX802135.1
Paustralie_1141	FX802134.1
Paustralie_1142	FX802133.1
Paustralie_1143	FX802132.1
Paustralie_1144	FX802131.1
Paustralie_1145	FX802130.1
Paustralie_1146	FX802129.1
Paustralie_1147	FX802128.1
Paustralie_1148	FX802127.1
Paustralie_1149	FX802126.1
Paustralie_1150	FX802125.1
Paustralie_1151	FX802124.1
Paustralie_1152	FX802123.1
Paustralie_1153	FX802122.1
Paustralie_1154	FX802121.1
Paustralie_1155	FX802120.1
Paustralie_1156	FX802119.1
Paustralie_1157	FX802118.1
Paustralie_1158	FX802117.1
Paustralie_1159	FX802116.1
Paustralie_1160	FX802115.1
Paustralie_1161	FX802114.1
Paustralie_1162	FX802113.1
Paustralie_1163	FX802112.1
Paustralie_1164	FX802111.1
Paustralie_1165	FX802110.1
Paustralie_1166	FX802109.1
Paustralie_1167	FX802108.1
Paustralie_1168	FX802107.1
Paustralie_1169	FX802106.1
Paustralie_1170	FX802105.1
Paustralie_1171	FX802104.1
Paustralie_1172	FX802103.1
Paustralie_1173	FX802102.1
Paustralie_1174	FX802101.1
Paustralie_1175	FX802100.1
Paustralie_1176	FX802099.1
Paustralie_1177	FX802098.1
Paustralie_1178	FX802097.1
Paustralie_1179	FX802096.1
Paustralie_1180	FX802095.1
Paustralie_1181	FX802094.1
Paustralie_1182	FX802093.1
Paustralie_1183	FX802092.1
Paustralie_1184	FX802091.1
Paustralie_1185	FX802090.1
Paustralie_1186	FX802089.1
Paustralie_1187	FX802088.1
Paustralie_1188	FX802087.1
Paustralie_1189	FX802086.1
Paustralie_1190	FX802085.1
Paustralie_1191	FX802084.1
Paustralie_1192	FX802083.1
Paustralie_1193	FX802082.1
Paustralie_1194	FX802081.1
Paustralie_1195	FX802080.1
Paustralie_1196	FX802079.1
Paustralie_1197	FX802078.1
Paustralie_1198	FX802077.1
Paustralie_1199	FX802076.1
Paustralie_1200	FX802075.1
Paustralie_1201	FX802074.1
Paustralie_1202	FX802073.1
Paustralie_1203	FX802072.1
Paustralie_1204	FX802071.1
Paustralie_1205	FX802070.1
Paustralie_1206	FX802069.1
Paustralie_1207	FX802068.1
Paustralie_1208	FX802067.1
Paustralie_1209	FX802066.1
Paustralie_1210	FX802065.1
Paustralie_1211	FX802064.1
Paustralie_1212	FX802063.1
Paustralie_1213	FX802062.1
Paustralie_1214	FX802061.1
Paustralie_1215	FX802060.1
Paustralie_1216	FX802059.1
Paustralie_1217	FX802058.1
Paustralie_1218	FX802057.1
Paustralie_1219	FX802056.1
Paustralie_1220	FX802055.1
Paustralie_1221	FX802054.1
Paustralie_1222	FX802053.1
Paustralie_1223	FX802052.1
Paustralie_1224	FX802051.1
Paustralie_1225	FX802050.1
Paustralie_1226	FX802049.1
Paustralie_1227	FX802048.1
Paustralie_1228	FX802047.1
Paustralie_1229	FX802046.1
Paustralie_1230	FX802045.1
Paustralie_1231	FX802044.1
Paustralie_1232	FX802043.1
Paustralie_1233	FX802042.1
Paustralie_1234	FX802041.1
Paustralie_1235	FX802040.1
Paustralie_1236	FX802039.1
Paustralie_1237	FX802038.1
Paustralie_1238	FX802037.1
Paustralie_1239	FX802036.1
Paustralie_1240	FX802035.1
Paustralie_1241	FX802034.1
Paustralie_1242	FX802033.1
Paustralie_1243	FX802032.1
Paustralie_1244	FX802031.1
Paustralie_1245	FX802030.1
Paustralie_1246	FX802029.1
Paustralie_1247	FX802028.1
Paustralie_1248	FX802027.1
Paustralie_1249	FX802026.1
Paustralie_1250	FX802025.1
Paustralie_1251	FX802024.1
Paustralie_1252	FX802023.1
Paustralie_1253	FX802022.1
Paustralie_1254	FX802021.1
Paustralie_1255	FX802020.1
Paustralie_1256	FX802019.1
Paustralie_1257	FX802018.1
Paustralie_1258	FX802017.1
Paustralie_1259	FX802016.1
Paustralie_1260	FX802015.1
Paustralie_1261	FX802014.1
Paustralie_1262	FX802013.1
Paustralie_1263	FX802012.1
Paustralie_1264	FX802011.1
Paustralie_1265	FX802010.1
Paustralie_1266	FX802009.1
Paustralie_1267	FX802008.1
Paustralie_1268	FX802007.1
Paustralie_1269	FX802006.1
Paustralie_1270	FX802005.1
Paustralie_1271	FX802004.1
Paustralie_1272	FX802003.1
Paustralie_1273	FX802002.1
Paustralie_1274	FX802001.1
Paustralie_1275	FX802000.1
Paustralie_1276	FX801999.1
Paustralie_1277	FX801998.1
Paustralie_1278	FX801997.1
Paustralie_1279	FX801996.1
Paustralie_1280	FX801995.1
Paustralie_1281	FX801994.1
Paustralie_1282	FX801993.1
Paustralie_1283	FX801992.1
Paustralie_1284	FX801991.1
Paustralie_1285	FX801990.1
Paustralie_1286	FX801989.1
Paustralie_1287	FX801988.1
Paustralie_1288	FX801987.1
Paustralie_1289	FX801986.1
Paustralie_1290	FX801985.1
Paustralie_1291	FX801984.1
Paustralie_1292	FX801983.1
Paustralie_1293	FX801982.1
Paustralie_1294	FX801981.1
Paustralie_1295	FX801980.1
Paustralie_1296	FX801979.1
Paustralie_1297	FX801978.1
Paustralie_1298	FX801977.1
Paustralie_1299	FX801976.1
Paustralie_1300	FX801975.1
Paustralie_1301	FX801974.1
Paustralie_1302	FX801973.1
Paustralie_1303	FX801972.1
Paustralie_1304	FX801971.1
Paustralie_1305	FX801970.1
Paustralie_1306	FX801969.1
Paustralie_1307	FX801968.1
Paustralie_1308	FX801967.1
Paustralie_1309	FX801966.1
Paustralie_1310	FX801965.1
Paustralie_1311	FX801964.1
Paustralie_1312	FX801963.1
Paustralie_1313	FX801962.1
Paustralie_1314	FX801961.1
Paustralie_1315	FX801960.1
Paustralie_1316	FX801959.1
Paustralie_1317	FX801958.1
Paustralie_1318	FX801957.1
Paustralie_1319	FX801956.1
Paustralie_1320	FX801955.1
Paustralie_1321	FX801954.1
Paustralie_1322	FX801953.1
Paustralie_1323	FX801952.1
Paustralie_1324	FX801951.1
Paustralie_1325	FX801950.1
Paustralie_1326	FX801949.1
Paustralie_1327	FX801948.1
Paustralie_1328	FX801947.1
Paustralie_1329	FX801946.1
Paustralie_1330	FX801945.1
Paustralie_1331	FX801944.1
Paustralie_1332	FX801943.1
Paustralie_1333	FX801942.1
Paustralie_1334	FX801941.1
Paustralie_1335	FX801940.1
Paustralie_1336	FX801939.1
Paustralie_1337	FX801938.1
Paustralie_1338	FX801937.1
Paustralie_1339	FX801936.1
Paustralie_1340	FX801935.1
Paustralie_1341	FX801934.1
Paustralie_1342	FX801933.1
Paustralie_1343	FX801932.1
Paustralie_1344	FX801931.1
Paustralie_1345	FX801930.1
Paustralie_1346	FX801929.1
Paustralie_1347	FX801928.1
Paustralie_1348	FX801927.1
Paustralie_1349	FX801926.1
Paustralie_1350	FX801925.1
Paustralie_1351	FX801924.1
Paustralie_1352	FX801923.1
Paustralie_1353	FX801922.1
Paustralie_1354	FX801921.1
Paustralie_1355	FX801920.1
Paustralie_1356	FX801919.1
Paustralie_1357	FX801918.1
Paustralie_1358	FX801917.1
Paustralie_1359	FX801916.1
Paustralie_1360	FX801915.1
Paustralie_1361	FX801914.1
Paustralie_1362	FX801913.1
Paustralie_1363	FX801912.1
Paustralie_1364	FX801911.1
Paustralie_1365	FX801910.1
Paustralie_1366	FX801909.1
Paustralie_1367	FX801908.1
Paustralie_1368	FX801907.1
Paustralie_1369	FX801906.1
Paustralie_1370	FX801905.1
Paustralie_1371	FX801904.1
Paustralie_1372	FX801903.1
Paustralie_1373	FX801902.1
Paustralie_1374	FX801901.1
Paustralie_1375	FX801900.1
Paustralie_1376	FX801899.1
Paustralie_1377	FX801898.1
Paustralie_1378	FX801897.1
Paustralie_1379	FX801896.1
Paustralie_1380	FX801895.1
Paustralie_1381	FX801894.1
Paustralie_1382	FX801893.1
Paustralie_1383	FX801892.1
Paustralie_1384	FX801891.1
Paustralie_1385	FX801890.1
Paustralie_1386	FX801889.1
Paustralie_1387	FX801888.1
Paustralie_1388	FX801887.1
Paustralie_1389	FX801886.1
Paustralie_1390	FX801885.1
Paustralie_1391	FX801884.1
Paustralie_1392	FX801883.1
Paustralie_1393	FX801882.1
Paustralie_1394	FX801881.1
Paustralie_1395	FX801880.1
Paustralie_1396	FX801879.1
Paustralie_1397	FX801878.1
Paustralie_1398	FX801877.1
Paustralie_1399	FX801876.1
Paustralie_1400	FX801875.1
Paustralie_1401	FX801874.1
Paustralie_1402	FX801873.1
Paustralie_1403	FX801872.1
Paustralie_1404	FX801840.1
Paustralie_1405	FX801841.1
Paustralie_1406	FX801842.1
Paustralie_1407	FX801843.1
Paustralie_1408	FX801844.1
Paustralie_1409	FX801845.1
Paustralie_1410	FX801846.1
Paustralie_1411	FX801847.1
Paustralie_1412	FX801848.1
Paustralie_1413	FX801849.1
Paustralie_1414	FX801871.1
Paustralie_1415	FX801870.1
Paustralie_1416	FX801869.1
Paustralie_1417	FX801868.1
Paustralie_1418	FX801867.1
Paustralie_1419	FX801866.1
Paustralie_1420	FX801865.1
Paustralie_1421	FX801864.1
Paustralie_1422	FX801863.1
Paustralie_1423	FX801862.1
Paustralie_1424	FX801861.1
Paustralie_1425	FX801860.1
Paustralie_1426	FX801859.1
Paustralie_1427	FX801858.1
Paustralie_1428	FX801857.1
Paustralie_1429	FX801856.1
Paustralie_1430	FX801855.1
Paustralie_1431	FX801854.1
Paustralie_1432	FX801853.1
Paustralie_1433	FX801852.1
Paustralie_1434	FX801851.1
Paustralie_1435	FX801850.1
Paustralie_1436	FX801839.1
Paustralie_1437	FX801838.1
Paustralie_1438	FX801837.1
Paustralie_1439	FX801836.1
Paustralie_1440	FX801835.1
Paustralie_1441	FX801834.1
Paustralie_1442	FX801833.1
Paustralie_1443	FX801832.1
Paustralie_1444	FX801831.1
Paustralie_1445	FX801830.1
Paustralie_1446	FX801829.1
Paustralie_1447	FX801828.1
Paustralie_1448	FX801827.1
Paustralie_1449	FX801826.1
Paustralie_1450	FX801825.1
Paustralie_1451	FX801824.1
Paustralie_1452	FX801823.1
Paustralie_1453	FX801822.1
Paustralie_1454	FX801821.1
Paustralie_1455	FX801820.1
Paustralie_1456	FX801819.1
Paustralie_1457	FX801818.1
Paustralie_1458	FX801817.1
Paustralie_1459	FX801816.1
Paustralie_1460	FX801815.1
Paustralie_1461	FX801814.1
Paustralie_1462	FX801813.1
Paustralie_1463	FX801812.1
Paustralie_1464	FX801811.1
Paustralie_1465	FX801810.1
Paustralie_1466	FX801809.1
Paustralie_1467	FX801808.1
Paustralie_1468	FX801807.1
Paustralie_1469	FX801806.1
Paustralie_1470	FX801805.1
Paustralie_1471	FX801804.1
Paustralie_1472	FX801803.1
Paustralie_1473	FX801802.1
Paustralie_1474	FX801801.1
Paustralie_1475	FX801800.1
Paustralie_1476	FX801799.1
Paustralie_1477	FX801798.1
Paustralie_1478	FX801797.1
Paustralie_1479	FX801796.1
Paustralie_1480	FX801795.1
Paustralie_1481	FX801794.1
Paustralie_1482	FX801793.1
Paustralie_1483	FX801792.1
Paustralie_1484	FX801791.1
Paustralie_1485	FX801790.1
Paustralie_1486	FX801789.1
Paustralie_1487	FX801788.1
Paustralie_1488	FX801787.1
Paustralie_1489	FX801786.1
Paustralie_1490	FX801785.1
Paustralie_1491	FX801784.1
Paustralie_1492	FX801783.1
Paustralie_1493	FX801782.1
Paustralie_1494	FX801781.1
Paustralie_1495	FX801780.1
Paustralie_1496	FX801779.1
Paustralie_1497	FX801778.1
Paustralie_1498	FX801777.1
Paustralie_1499	FX801776.1
Paustralie_1500	FX801775.1
Paustralie_1501	FX801774.1
Paustralie_1502	FX801773.1
Paustralie_1503	FX801772.1
Paustralie_1504	FX801771.1
Paustralie_1505	FX801770.1
Paustralie_1506	FX801769.1
Paustralie_1507	FX801768.1
Paustralie_1508	FX801767.1
Paustralie_1509	FX801766.1
Paustralie_1510	FX801765.1
Paustralie_1511	FX801764.1
Paustralie_1512	FX801763.1
Paustralie_1513	FX801762.1
Paustralie_1514	FX801761.1
Paustralie_1515	FX801760.1
Paustralie_1516	FX801759.1
Paustralie_1517	FX801758.1
Paustralie_1518	FX801757.1
Paustralie_1519	FX801756.1
Paustralie_1520	FX801755.1
Paustralie_1521	FX801754.1
Paustralie_1522	FX801753.1
Paustralie_1523	FX801752.1
Paustralie_1524	FX801751.1
Paustralie_1525	FX801750.1
Paustralie_1526	FX801749.1
Paustralie_1527	FX801748.1
Paustralie_1528	FX801747.1
Paustralie_1529	FX801746.1
Paustralie_1530	FX801745.1
Paustralie_1531	FX801744.1
Paustralie_1532	FX801743.1
Paustralie_1533	FX801742.1
Paustralie_1534	FX801741.1
Paustralie_1535	FX801740.1
Paustralie_1536	FX801739.1
Paustralie_1537	FX801738.1
Paustralie_1538	FX801737.1
Paustralie_1539	FX801736.1
Paustralie_1540	FX801735.1
Paustralie_1541	FX801734.1
Paustralie_1542	FX801733.1
Paustralie_1543	FX801732.1
Paustralie_1544	FX801731.1
Paustralie_1545	FX801730.1
Paustralie_1546	FX801729.1
Paustralie_1547	FX801728.1
Paustralie_1548	FX801727.1
Paustralie_1549	FX801726.1
Paustralie_1550	FX801725.1
Paustralie_1551	FX801724.1
Paustralie_1552	FX801723.1
Paustralie_1553	FX801722.1
Paustralie_1554	FX801721.1
Paustralie_1555	FX801720.1
Paustralie_1556	FX801719.1
Paustralie_1557	FX801718.1
Paustralie_1558	FX801717.1
Paustralie_1559	FX801716.1
Paustralie_1560	FX801715.1
Paustralie_1561	FX801714.1
Paustralie_1562	FX801713.1
Paustralie_1563	FX801712.1
Paustralie_1564	FX801711.1
Paustralie_1565	FX801710.1
Paustralie_1566	FX801709.1
Paustralie_1567	FX801708.1
Paustralie_1568	FX801707.1
Paustralie_1569	FX801706.1
Paustralie_1570	FX801705.1
Paustralie_1571	FX801704.1
Paustralie_1572	FX801703.1
Paustralie_1573	FX801702.1
Paustralie_1574	FX801701.1
Paustralie_1575	FX801700.1
Paustralie_1576	FX801699.1
Paustralie_1577	FX801698.1
Paustralie_1578	FX801697.1
Paustralie_1579	FX801696.1
Paustralie_1580	FX801695.1
Paustralie_1581	FX801694.1
Paustralie_1582	FX801693.1
Paustralie_1583	FX801692.1
Paustralie_1584	FX801691.1
Paustralie_1585	FX801690.1
Paustralie_1586	FX801689.1
Paustralie_1587	FX801688.1
Paustralie_1588	FX801687.1
Paustralie_1589	FX801686.1
Paustralie_1590	FX801685.1
Paustralie_1591	FX801684.1
Paustralie_1592	FX801683.1
Paustralie_1593	FX801682.1
Paustralie_1594	FX801681.1
Paustralie_1595	FX801680.1
Paustralie_1596	FX801679.1
Paustralie_1597	FX801678.1
Paustralie_1598	FX801677.1
Paustralie_1599	FX801676.1
Paustralie_1600	FX801675.1
Paustralie_1601	FX801674.1
Paustralie_1602	FX801673.1
Paustralie_1603	FX802269.1
Paustralie_1604	FX801672.1
Paustralie_1605	FX801671.1
Paustralie_1606	FX801670.1
Paustralie_1607	FX801669.1
Paustralie_1608	FX801668.1
Paustralie_1609	FX801667.1
Paustralie_1610	FX801666.1
Paustralie_1611	FX801665.1
Paustralie_1612	FX801664.1
Paustralie_1613	FX801663.1
Paustralie_1614	FX801662.1
Paustralie_1615	FX801661.1
Paustralie_1616	FX801660.1
Paustralie_1617	FX801659.1
Paustralie_1618	FX801658.1
Paustralie_1619	FX801657.1
Paustralie_1620	FX801656.1
Paustralie_1621	FX801655.1
Paustralie_1622	FX801654.1
Paustralie_1623	FX801653.1
Paustralie_1624	FX801652.1
Paustralie_1625	FX801651.1
Paustralie_1626	FX801650.1
Paustralie_1627	FX801649.1
Paustralie_1628	FX801648.1
Paustralie_1629	FX801647.1
Paustralie_1630	FX801646.1
Paustralie_1631	FX801645.1
Paustralie_1632	FX801644.1
Paustralie_1633	FX801643.1
Paustralie_1634	FX801642.1
Paustralie_1635	FX801641.1
Paustralie_1636	FX801640.1
Paustralie_1637	FX801639.1
Paustralie_1638	FX801638.1
Paustralie_1639	FX801637.1
Paustralie_1640	FX801636.1
Paustralie_1641	FX801635.1
Paustralie_1642	FX801634.1
Paustralie_1643	FX801633.1
Paustralie_1644	FX801632.1
Paustralie_1645	FX801631.1
Paustralie_1646	FX801630.1
Paustralie_1647	FX801629.1
Paustralie_1648	FX801628.1
Paustralie_1649	FX801627.1
Paustralie_1650	FX801626.1
Paustralie_1651	FX801625.1
Paustralie_1652	FX801624.1
Paustralie_1653	FX801623.1
Paustralie_1654	FX801622.1
Paustralie_1655	FX801621.1
Paustralie_1656	FX801620.1
Paustralie_1657	FX801619.1
Paustralie_1658	FX801618.1
Paustralie_1659	FX801617.1
Paustralie_1660	FX801616.1
Paustralie_1661	FX801615.1
Paustralie_1662	FX801614.1
Paustralie_1663	FX801613.1
Paustralie_1664	FX801612.1
Paustralie_1665	FX801611.1
Paustralie_1666	FX801610.1
Paustralie_1667	FX801609.1
Paustralie_1668	FX801608.1
Paustralie_1669	FX801607.1
Paustralie_1670	FX801606.1
Paustralie_1671	FX801605.1
Paustralie_1672	FX801604.1
Paustralie_1673	FX801603.1
Paustralie_1674	FX801602.1
Paustralie_1675	FX801601.1
Paustralie_1676	FX801600.1
Paustralie_1677	FX801599.1
Paustralie_1678	FX801598.1
Paustralie_1679	FX801597.1
Paustralie_1680	FX801596.1
Paustralie_1681	FX801595.1
Paustralie_1682	FX801594.1
Paustralie_1683	FX801593.1
Paustralie_1684	FX801592.1
Paustralie_1685	FX801591.1
Paustralie_1686	FX801590.1
Paustralie_1687	FX801589.1
Paustralie_1688	FX801588.1
Paustralie_1689	FX801587.1
Paustralie_1690	FX801586.1
Paustralie_1691	FX801585.1
Paustralie_1692	FX801584.1
Paustralie_1693	FX801583.1
Paustralie_1694	FX801582.1
Paustralie_1695	FX801581.1
Paustralie_1696	FX801580.1
Paustralie_1697	FX801579.1
Paustralie_1698	FX801578.1
Paustralie_1699	FX801577.1
Paustralie_1700	FX801576.1
Paustralie_1701	FX801575.1
Paustralie_1702	FX801574.1
Paustralie_1703	FX801573.1
Paustralie_1704	FX801572.1
Paustralie_1705	FX801571.1
Paustralie_1706	FX801570.1
Paustralie_1707	FX801569.1
Paustralie_1708	FX801568.1
